Folder1,Folder2,FileName,Socre1,Socre2,Socre3,Socre4,Avg. Score
G2,CogVideo X1.5,000531.mp4,54.06847397,54.50576673,46.75793094,31.39341214,46.68139595
G2,CogVideo X1.5,000541.mp4,54.46035456,52.56066333,33.82571534,48.97636442,47.45577441
G2,CogVideo X1.5,000551.mp4,61.65254612,61.15824112,42.1399305,57.06315278,55.50346763
G2,CogVideo X1.5,000561.mp4,59.32548647,53.46196828,33.58702066,54.52011423,50.22364741
G2,CogVideo X1.5,000571.mp4,49.35439683,57.21466753,55.37814709,58.15855007,55.02644038
G2,CogVideo X1.5,000581.mp4,66.94415904,63.76896783,65.25078578,65.17116035,65.28376825
G2,CogVideo X1.5,000591.mp4,50.59247156,54.71816862,56.46398491,53.48908069,53.81592644
G2,CogVideo X1.5,000601.mp4,45.68155591,49.89766782,39.76724734,46.8010285,45.53687489
G2,CogVideo X1.5,000611.mp4,62.59525152,64.35540139,51.4238817,64.54128491,60.72895488
G2,CogVideo X1.5,000621.mp4,45.54700442,45.58470798,44.40392282,50.64705629,46.54567287
G2,CogVideo X1.5,000631.mp4,54.08326305,55.07599988,50.72837921,52.1415972,53.00730983
G2,CogVideo X1.5,000641.mp4,40.57083717,43.42202891,50.66091731,57.2850336,47.98470425
G2,CogVideo X1.5,000651.mp4,62.46189201,64.43108073,55.79262003,69.9701575,63.16393757
G2,CogVideo X1.5,000661.mp4,56.05525692,57.07356981,47.58513897,45.97651928,51.67262124
G2,CogVideo X1.5,000671.mp4,65.29599606,62.39991714,52.98893412,68.10945359,62.19857523
G2,CogVideo X1.5,000681.mp4,61.2969339,60.63213833,51.52933701,63.22714393,59.17138829
G2,CogVideo X1.5,000691.mp4,65.90878905,64.93915725,55.49368364,69.79968438,64.03532858
G2,CogVideo X1.5,000701.mp4,58.73672525,58.08228189,45.08040326,64.18598602,56.52134911
G2,CogVideo X1.5,000711.mp4,54.25797729,53.36004607,60.72901029,63.36042147,57.92686378
G2,CogVideo X1.5,000721.mp4,56.1733343,51.52181337,45.27166554,47.32634124,50.07328861
G2,CogVideo X1.5,000731.mp4,42.52582418,43.02375804,44.71608547,36.33482094,41.65012216
G2,CogVideo X1.5,000741.mp4,58.30267218,59.29995042,55.30427503,59.58222543,58.12228076
G2,CogVideo X1.5,000751.mp4,60.33708608,65.19950612,58.06962861,64.22241426,61.95715877
G2,CogVideo X1.5,000761.mp4,39.33053085,56.37020285,34.88459099,46.78982137,44.34378651
G2,CogVideo X1.5,000771.mp4,59.67677002,58.11409845,38.79565109,65.51885265,55.52634305
G2,CogVideo X1.5,000781.mp4,41.93975138,59.72152143,38.91044021,53.15685808,48.43214278
G2,CogVideo X1.5,000791.mp4,66.41559966,63.20526896,55.57436216,46.46371689,57.91473692
G2,CogVideo X1.5,000801.mp4,17.68071875,20.52501886,19.42778811,17.86119429,18.87368
G2,CogVideo X1.5,000811.mp4,45.42442617,51.46757437,39.3430924,53.06536905,47.3251155
G2,CogVideo X1.5,000821.mp4,69.97774468,67.77446618,68.84728873,70.12333225,69.18070796
G2,CogVideo X1.5,000831.mp4,49.70606671,46.38343908,49.25863608,43.2225402,47.14267052
G2,CogVideo X1.5,000841.mp4,65.35906018,61.23834447,49.43957726,64.2350623,60.06801105
G2,CogVideo X1.5,000851.mp4,56.23686647,57.95311306,53.33982134,52.3624819,54.97307069
G2,CogVideo X1.5,000861.mp4,55.68134051,57.15600473,56.36352449,60.71130978,57.47804488
G2,CogVideo X1.5,000871.mp4,21.18921363,26.33648413,23.71791113,28.07739165,24.83025014
G2,CogVideo X1.5,000881.mp4,59.79184277,55.93088896,46.19610275,61.42882583,55.83691508
G2,CogVideo X1.5,000891.mp4,46.99484634,50.79110183,46.32978536,45.50189298,47.40440663
G2,CogVideo X1.5,000901.mp4,50.06167759,54.22128506,39.64224524,48.66608729,48.14782379
G2,CogVideo X1.5,000911.mp4,49.50118598,54.65212212,54.3558536,51.22400907,52.43329269
G2,CogVideo X1.5,000921.mp4,61.16673789,56.24462725,51.21773722,63.7021568,58.08281479
G2,CogVideo X1.5,000931.mp4,40.5294218,44.18563496,36.10538929,39.60264431,40.10577259
G2,CogVideo X1.5,000941.mp4,56.13421045,51.27186871,52.51941575,49.22607006,52.28789124
G2,CogVideo X1.5,000951.mp4,62.27356069,64.88486251,53.55427815,70.04823389,62.69023381
G2,CogVideo X1.5,000961.mp4,29.72640735,41.33272157,43.72855153,44.02243704,39.70252937
G2,CogVideo X1.5,000971.mp4,45.39136468,42.51900513,50.40666011,42.13186735,45.11222432
G2,CogVideo X1.5,000981.mp4,59.30814848,51.78469098,30.37003267,50.58024137,48.01077838
G2,CogVideo X1.5,000991.mp4,51.75010006,60.40894995,54.45985061,58.81971939,56.359655
G2,CogVideo,000001.mp4,37.56782866,43.53952034,34.12970738,58.03335987,43.31760406
G2,CogVideo,000011.mp4,25.944996,37.6162745,58.27990847,43.91880202,41.43999525
G2,CogVideo,000021.mp4,32.40613616,47.35069263,40.24946983,44.21668152,41.05574503
G2,CogVideo,000031.mp4,22.0937381,25.12864316,44.97059352,24.88135409,29.26858221
G2,CogVideo,000041.mp4,28.46067011,28.39705471,44.69191141,36.28899319,34.45965736
